Player,Team,Age,Pos,G,MP,PTS,TRB,AST,STL,BLK,FGA,FTA,TOV,FG%,3P%,eFG%,FT%,W,L,PS/G,PA/G
Tim Hardaway Jr.,DEN,33.0,N/A,23,24.9,12.2,2.0,1.5,0.5,0.1,8.9,1.8,0.3,0.461,0.425,0.6011235955056179,0.878,17,6,125.0,116.3
Tobias Harris,DET,33.0,N/A,14,29.7,14.7,5.1,2.4,0.4,0.3,11.5,3.0,1.1,0.453,0.379,0.5304347826086957,0.833,9,5,118.7,113.2
Tolu Smith,DET,25.0,N/A,2,11.1,8.5,5.5,1.0,0.5,0.5,4.0,3.5,0.5,0.75,0.0,0.75,0.714,1,1,118.7,113.2
Tony Bradley,IND,27.0,N/A,21,11.8,4.9,2.7,0.6,0.1,0.2,3.3,1.4,0.4,0.586,0.0,0.6060606060606061,0.724,4,17,111.3,118.89999999999999
Tosan Evbuomwan,NYK,24.0,N/A,4,1.8,0.0,0.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,4,0,120.5,111.9
Toumani Camara,POR,25.0,N/A,24,33.6,12.4,5.3,2.8,1.1,0.6,10.8,1.6,2.1,0.413,0.339,0.5277777777777778,0.692,9,15,117.4,120.7
Trae Young,ATL,27.0,N/A,5,27.8,17.8,2.0,7.8,0.8,0.2,14.0,7.8,2.0,0.371,0.192,0.40714285714285714,0.821,2,3,118.0,116.4
Trayce Jackson-Davis,GSW,25.0,N/A,15,12.7,4.3,3.2,1.1,0.3,0.6,3.1,1.6,0.5,0.532,0.0,0.5483870967741935,0.625,8,7,113.5,111.7
Tre Johnson,WAS,19.0,N/A,15,24.2,11.5,3.0,1.3,0.4,0.5,9.7,1.1,1.6,0.445,0.395,0.5463917525773196,0.813,1,14,112.4,128.3
Tre Jones,CHI,25.0,N/A,17,28.6,13.2,3.2,4.9,1.7,0.2,8.2,4.8,1.6,0.529,0.32,0.5670731707317074,0.852,7,10,117.3,122.6
Tre Mann,CHA,24.0,N/A,18,20.6,9.2,2.8,2.7,0.6,0.1,9.7,0.7,1.9,0.362,0.303,0.43814432989690727,0.923,6,12,114.2,118.3
Trendon Watford,PHI,25.0,N/A,14,20.4,8.9,4.6,3.6,0.4,0.2,6.3,2.1,1.5,0.534,0.389,0.5793650793650794,0.8,6,8,116.9,116.10000000000001
Trentyn Flowers,CHI,20.0,N/A,2,2.8,2.0,0.5,0.5,0.0,0.0,1.5,0.0,0.5,0.667,0.0,0.6666666666666666,0.0,0,2,117.3,122.6
Trey Alexander,NOP,22.0,N/A,3,12.5,4.7,1.3,1.3,0.3,0.3,3.0,0.0,0.3,0.667,0.667,0.7833333333333333,0.0,0,3,113.0,123.6
Trey Jemison III,NYK,26.0,N/A,3,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,,0.0,3,0,120.5,111.9
Trey Murphy III,NOP,25.0,N/A,23,35.7,21.0,6.4,3.6,1.7,0.2,15.3,4.0,2.1,0.477,0.362,0.5686274509803921,0.913,3,20,113.0,123.6
Tristan Vukcevic,WAS,22.0,N/A,19,11.7,6.5,2.3,1.1,0.4,0.5,4.7,2.0,1.1,0.478,0.25,0.5425531914893617,0.763,3,16,112.4,128.3
Tristan da Silva,ORL,24.0,N/A,25,23.6,10.1,4.0,1.2,0.8,0.2,8.4,1.1,1.0,0.45,0.378,0.5535714285714285,0.815,15,10,117.8,113.39999999999999
Tyler Herro,MIA,25.0,N/A,6,31.8,23.2,5.0,2.3,1.0,0.5,16.5,4.3,1.2,0.505,0.405,0.5787878787878789,0.923,3,3,121.7,118.2
Tyler Kolek,NYK,24.0,N/A,20,9.9,3.6,0.9,1.9,0.5,0.1,3.2,0.4,0.6,0.453,0.3,0.546875,0.625,14,6,120.5,111.9
Tyrese Martin,BKN,26.0,N/A,22,21.2,8.0,3.4,2.5,0.7,0.1,7.8,1.0,1.1,0.384,0.296,0.46794871794871795,0.727,5,17,109.4,117.2
Tyrese Maxey,PHI,25.0,N/A,23,39.9,31.5,4.7,7.2,1.7,0.9,22.9,7.3,2.7,0.467,0.391,0.5480349344978166,0.881,13,10,116.9,116.10000000000001
Tyrese Proctor,CLE,21.0,N/A,18,12.4,5.6,1.3,1.4,0.3,0.0,5.2,1.2,0.4,0.344,0.311,0.4519230769230769,0.857,11,7,118.6,115.39999999999999
Tyson Etienne,BKN,26.0,N/A,8,4.3,1.5,0.0,0.1,0.0,0.0,1.9,0.0,0.1,0.267,0.308,0.39473684210526316,0.0,1,7,109.4,117.2
Tyus Jones,ORL,29.0,N/A,25,14.1,2.4,0.8,2.1,0.6,0.1,2.7,0.1,0.4,0.338,0.268,0.40740740740740744,1.0,15,10,117.8,113.39999999999999
VJ Edgecombe,PHI,20.0,N/A,20,34.6,14.4,5.7,4.0,1.3,0.5,13.1,2.2,1.8,0.414,0.376,0.48473282442748095,0.767,12,8,116.9,116.10000000000001
Victor Wembanyama,SAS,21.0,N/A,12,34.7,26.2,12.9,4.0,1.1,3.6,18.4,7.0,3.6,0.502,0.345,0.5516304347826088,0.857,8,4,119.6,115.3
Vince Williams Jr.,MEM,25.0,N/A,19,22.2,7.8,4.4,5.3,0.9,0.6,7.8,1.5,2.3,0.349,0.277,0.42307692307692313,0.786,8,11,113.6,115.3
Vít Krejčí,ATL,25.0,N/A,21,23.6,10.1,2.3,1.8,0.8,0.3,7.0,0.8,0.9,0.503,0.458,0.6857142857142857,0.688,12,9,118.0,116.4
Walker Kessler,UTA,24.0,N/A,5,30.8,14.4,10.8,3.0,1.4,1.8,7.4,4.0,3.2,0.703,0.75,0.7837837837837838,0.7,2,3,117.6,125.8
Walter Clayton Jr.,UTA,22.0,N/A,19,17.2,6.8,2.2,3.7,0.5,0.2,5.5,1.3,1.4,0.433,0.315,0.5181818181818182,0.958,7,12,117.6,125.8
Wendell Carter Jr.,ORL,26.0,N/A,24,29.7,11.7,7.7,2.0,0.6,0.7,7.6,3.3,1.6,0.522,0.412,0.6052631578947368,0.785,15,9,117.8,113.39999999999999
Wendell Moore Jr.,DET,24.0,N/A,3,14.4,2.0,1.3,1.0,0.7,0.3,2.0,0.0,0.3,0.5,0.0,0.5,0.0,3,0,118.7,113.2
Will Richard,GSW,22.0,N/A,23,19.1,8.0,2.7,1.1,1.0,0.0,5.3,1.3,0.7,0.533,0.397,0.6509433962264151,0.774,12,11,113.5,111.7
Will Riley,WAS,19.0,N/A,16,10.0,3.9,1.8,0.8,0.3,0.0,3.3,0.8,0.6,0.472,0.294,0.5303030303030303,0.667,2,14,112.4,128.3
Xavier Tillman,BOS,26.0,N/A,11,9.4,2.8,2.2,0.5,0.5,0.2,2.5,0.0,0.4,0.5,0.231,0.58,0.0,7,4,117.3,110.6
Yang Hansen,POR,20.0,N/A,13,7.7,2.6,1.8,0.8,0.0,0.4,3.1,0.8,0.7,0.3,0.063,0.3064516129032258,0.9,5,8,117.4,120.7
Yanic Konan Niederhäuser,LAC,22.0,N/A,11,5.2,2.8,1.4,0.3,0.0,0.3,1.6,0.9,0.3,0.722,0.0,0.7499999999999999,0.5,3,8,111.6,116.8
Yves Missi,NOP,21.0,N/A,18,19.5,5.7,5.4,1.3,0.2,1.0,4.5,1.3,1.1,0.556,0.0,0.5555555555555556,0.542,1,17,113.0,123.6
Zaccharie Risacher,ATL,20.0,N/A,22,24.7,11.1,2.8,1.5,1.0,0.6,9.7,1.4,0.8,0.453,0.296,0.5206185567010311,0.677,13,9,118.0,116.4
Zach Collins,CHI,28.0,N/A,2,19.7,5.5,5.0,1.0,0.0,0.5,6.0,1.5,0.0,0.333,0.25,0.375,0.667,0,2,117.3,122.6
Zach Edey,MEM,23.0,N/A,11,25.8,13.6,11.1,1.1,0.6,1.9,8.9,2.9,2.4,0.633,0.2,0.6348314606741572,0.781,7,4,113.6,115.3
Zach LaVine,SAC,30.0,N/A,22,33.6,20.6,3.1,2.3,0.8,0.2,15.0,3.7,2.2,0.486,0.389,0.58,0.866,5,17,111.4,122.0
Zeke Nnaji,DEN,24.0,N/A,13,8.4,2.3,1.5,0.2,0.2,0.2,1.5,0.5,0.5,0.55,0.273,0.6,0.714,11,2,125.0,116.3
Ziaire Williams,BKN,24.0,N/A,20,22.9,9.6,2.7,0.7,0.8,0.5,7.9,2.1,1.1,0.395,0.301,0.5,0.829,6,14,109.4,117.2
Zion Williamson,NOP,25.0,N/A,10,30.9,22.1,5.6,4.0,1.6,0.5,14.5,10.1,3.1,0.51,0.0,0.5103448275862069,0.723,1,9,113.0,123.6
